CLAVE CCT,TURNO,NIVEL,SOSTENIMIENTO,NOMBRE,CALLE,NUMERO,COLONIA,LOCALIDAD,MUNICIPIO,LATITUD,LONGITUD
 01PPR0085Y, 1 - MATUTINO  , PRIMARIA, PRIVADO, COLEGIO GOBERNADORES, CALLE EMILIANO ZAPATA, 307, URBANO, AGUASCALIENTES, AGUASCALIENTES, 21.882317, -102.302091
 01PPR0086X, 1 - MATUTINO  , PRIMARIA, PRIVADO, COLEGIO CARLOS TANCREDI, CALLE SIGLO XIX, 301, URBANO, AGUASCALIENTES, AGUASCALIENTES, 21.892319, -102.271269
 01PPR0087W, 1 - MATUTINO  , PRIMARIA, PRIVADO, CENTRO EDUCATIVO JOSE DE JESUS LOPEZ Y GONZALEZ A.C., CALLE MARIA LUISA MIER, 127, URBANO, AGUASCALIENTES, AGUASCALIENTES, 21.900032, -102.257223
 01PPR0088V, 1 - MATUTINO  , PRIMARIA, PRIVADO, CENTRO PEDAGOGICO LATINO AMERICANO, CALLE MONTE BLANCO, 820, URBANO, AGUASCALIENTES, AGUASCALIENTES, 21.929558, -102.301558
 01PPR0089U, 1 - MATUTINO  , PRIMARIA, PRIVADO, COLEGIO CAMPESTRE, CALLE ADRIAN MUÑOZ, 109, URBANO, AGUASCALIENTES, AGUASCALIENTES, 21.903252, -102.310698
 01PPR0091I, 1 - MATUTINO  , PRIMARIA, PRIVADO, BOSQUES DEL PARAÍSO, CALLE SAN JUAN DE LOS LAGOS, 211, URBANO, AGUASCALIENTES, AGUASCALIENTES, 21.908198, -102.308703
 01PPR0093G, 1 - MATUTINO  , PRIMARIA, PRIVADO, COLEGIO ENTORNO A.C., AVENIDA EUGENIO GARZA SADA, 72, URBANO, AGUASCALIENTES, AGUASCALIENTES, 21.913108, -102.330775
 01PPR0094F, 1 - MATUTINO  , PRIMARIA, PRIVADO, INSTITUTO DE PSICOPEDAGOGIA INFANTIL AUSUBEL, CALLE HOSTAL DE LAS CAMELINAS, 115, URBANO, AGUASCALIENTES, AGUASCALIENTES, 21.858774, -102.285228
 01PPR0096D, 1 - MATUTINO  , PRIMARIA, PRIVADO, COLEGIO FRANCES HIDALGO DE AGUASCALIENTES S.C., AVENIDA DEL LAGO, 141, URBANO, AGUASCALIENTES, AGUASCALIENTES, 21.854521, -102.285015
 01PPR0097C, 1 - MATUTINO  , PRIMARIA, PRIVADO, COLEGIO TIERRA NUEVA A.C., CALLE HACIENDA OJOCALIENTE, 241, URBANO, AGUASCALIENTES, AGUASCALIENTES, 21.888965, -102.24588
 01PPR0099A, 1 - MATUTINO  , PRIMARIA, PRIVADO, COLEGIO BOSTON DE AGUASCALIENTES, CALLE VALLE DE MORCINIQUE, 306, URBANO, AGUASCALIENTES, AGUASCALIENTES, 21.866258, -102.327209
 01PPR0101Z, 1 - MATUTINO  , PRIMARIA, PRIVADO, CENTRO ESCOLAR NUEVO MILENIO S.C., CALLE HACIENDA EL TORIL, 127, URBANO, AGUASCALIENTES, AGUASCALIENTES, 21.888937, -102.250829
 01PPR0103X, 1 - MATUTINO  , PRIMARIA, PRIVADO, CENTRO ESCOLAR TLAHUILLI A.C., CALLE VALLE NACIONAL, 108, URBANO, AGUASCALIENTES, AGUASCALIENTES, 21.881326, -102.318674
 01PPR0104W, 1 - MATUTINO  , PRIMARIA, PRIVADO, CUMBRES INTERNATIONAL SCHOOL AGUASCALIENTES, AVENIDA ALCALDES, 160, URBANO, AGUASCALIENTES, AGUASCALIENTES, 21.915274, -102.274773
 01PPR0105V, 1 - MATUTINO  , PRIMARIA, PRIVADO, CENTRO EDUCATIVO TONATIUH A.C., CALLE SANTANDER, 231, URBANO, AGUASCALIENTES, AGUASCALIENTES, 21.86283, -102.3072
 01PPR0106U, 1 - MATUTINO  , PRIMARIA, PRIVADO, COLEGIO VALLE DE FILADELFIA, CALLE PASEO SIERRA HERMOSA, 320, URBANO, AGUASCALIENTES, AGUASCALIENTES, 21.915177, -102.305921
 01PPR0109R, 1 - MATUTINO  , PRIMARIA, PRIVADO, COLEGIO VALLADOLID, AVENIDA SIGLO XXI ORIENTE, 2902, URBANO, AGUASCALIENTES, AGUASCALIENTES, 21.917631, -102.262321
 01PPR0112E, 1 - MATUTINO  , PRIMARIA, PRIVADO, LICEO DE AGUASCALIENTES, BOULEVARD AGUASCALIENTES, 902, URBANO, AGUASCALIENTES, AGUASCALIENTES, 21.914275, -102.276399
 01PPR0116A, 1 - MATUTINO  , PRIMARIA, PRIVADO, COLEGIO ESPAÑA, AVENIDA SIGLO XIX, 403, URBANO, AGUASCALIENTES, AGUASCALIENTES, 21.893286, -102.270964
 01PPR0117Z, 1 - MATUTINO  , PRIMARIA, PRIVADO, COLEGIO REAL DE HACIENDAS, CALLE HACIENDA EL TORIL, 141, URBANO, AGUASCALIENTES, AGUASCALIENTES, 21.88907, -102.25054
 01PPR0121M, 1 - MATUTINO  , PRIMARIA, PRIVADO, INSTITUTO SIERRA FRIA, AVENIDA GUADALUPE GONZALEZ, 2206, URBANO, AGUASCALIENTES, AGUASCALIENTES, 21.909049, -102.343912
 01PPR0122L, 1 - MATUTINO  , PRIMARIA, PRIVADO, COLEGIO MANO AMIGA AGUASCALIENTES, CALLE ARRAYAN, 101, URBANO, AGUASCALIENTES, AGUASCALIENTES, 21.90631, -102.23908
 01PPR0123K, 1 - MATUTINO  , PRIMARIA, PRIVADO, COLEGIO WALDORF AMANECER, AVENIDA EUGENIO GARZA SADA, 900, URBANO, AGUASCALIENTES, AGUASCALIENTES, 21.916772, -102.332753
 01PPR0126H, 1 - MATUTINO  , PRIMARIA, PRIVADO, CENTRO EDUCATIVO LA FUENTE, CALLE LAGOS DE MORENO, 309, URBANO, AGUASCALIENTES, AGUASCALIENTES, 21.911276, -102.308061
 01PPR0135P, 1 - MATUTINO  , PRIMARIA, PRIVADO, CENTRO EDUCATIVO CERVANTES, CALLE GUADALUPE, 324, URBANO, AGUASCALIENTES, AGUASCALIENTES, 21.884181, -102.302154
 01PPR0138M, 1 - MATUTINO  , PRIMARIA, PRIVADO, COLEGIO MARANATHA, CALLE ADOLFO RUIZ CORTINES, 108, URBANO, AGUASCALIENTES, AGUASCALIENTES, 21.868876, -102.27251
 01PPR0139L, 1 - MATUTINO  , PRIMARIA, PRIVADO, COMUNIDAD EDUCATIVA LA TIERRA, CALLE JUAN SORIANO, 419, URBANO, AGUASCALIENTES, AGUASCALIENTES, 21.9213, -102.2639
 01PPR0140A, 1 - MATUTINO  , PRIMARIA, PRIVADO, INSTITUTO MENDEL A.C., AVENIDA DE LA CONVENCION DE 1914 ORIENTE, 611, URBANO, AGUASCALIENTES, AGUASCALIENTES, 21.895698, -102.277146
 01PPR0142Z, 1 - MATUTINO  , PRIMARIA, PRIVADO, COMUNIDAD EDUCATIVA ZAUBERLAND, CALLE SAN JULIAN, 301, URBANO, AGUASCALIENTES, AGUASCALIENTES, 21.919525, -102.308071
 01PPR0143Y, 1 - MATUTINO  , PRIMARIA, PRIVADO, NEW WORLD SCHOOL, AVENIDA AGUASCALIENTES SUR, 1316, URBANO, AGUASCALIENTES, AGUASCALIENTES, 21.859785, -102.273706
 01PPR0144X, 1 - MATUTINO  , PRIMARIA, PRIVADO, CENDI SIERRA FRIA AGUASCALIENTES PRIMARIA, AVENIDA VISTAS DE ORIENTE, 124, URBANO, AGUASCALIENTES, AGUASCALIENTES, 21.879379, -102.242124
 01PPR0145W, 1 - MATUTINO  , PRIMARIA, PRIVADO, COLEGIO VALLADOLID UNIDAD MISION DEL CAMPANARIO, AVENIDA PASEO DE LA SOLEDAD, 302, URBANO, AGUASCALIENTES, AGUASCALIENTES, 21.929716, -102.316047
 01PPR0147U, 1 - MATUTINO  , PRIMARIA, PRIVADO, COMUNIDAD EDUCATIVA TERMAPOLIS, NINGUNO NINGUNO, 0, RURAL, HACIENDA NUEVA, AGUASCALIENTES, 21.894299, -102.355022
 01PPR0148T, 1 - MATUTINO  , PRIMARIA, PRIVADO, INSTITUTO SANFORD, AVENIDA PROVIDENCIA, 104, URBANO, AGUASCALIENTES, AGUASCALIENTES, 21.840334, -102.324471
 01PPR0150H, 1 - MATUTINO  , PRIMARIA, PRIVADO, ECOLEGIO ANIMATERRA A.C., CALLE CIRCUITO HUITZILOPOCHTLI, 619, URBANO, AGUASCALIENTES, AGUASCALIENTES, 21.878192, -102.336096
 01PPR0151G, 1 - MATUTINO  , PRIMARIA, PRIVADO, COMUNIDAD EDUCATIVA LOS OLIVOS, AVENIDA PASEO DEL PORVENIR, 402, URBANO, AGUASCALIENTES, AGUASCALIENTES, 21.866076, -102.323424
 01PPR0156B, 1 - MATUTINO  , PRIMARIA, PRIVADO, CENTRO EDUCATIVO NO. 1 CID, CALLE GENERAL ALVARO OBREGON, 445, URBANO, AGUASCALIENTES, AGUASCALIENTES, 21.889171, -102.289677
 01PPR0160O, 1 - MATUTINO  , PRIMARIA, PRIVADO, COMUNIDAD APRENDE, CALLE PRESA SANDOVALES, 102, URBANO, POCITOS, AGUASCALIENTES, 21.917281, -102.332947
 01PPR0163L, 1 - MATUTINO  , PRIMARIA, PRIVADO, LITTLE HARBOR BILINGUAL INSTITUTE, CALLE MONTES HIMALAYA, 817, URBANO, AGUASCALIENTES, AGUASCALIENTES, 21.92298, -102.29957
 01PPR0166I, 1 - MATUTINO  , PRIMARIA, PRIVADO, INSTITUTO ALAMEDA A.C. CAMPUS AGUASCALIENTES, CALLE PASEO DE YAHUALICA, 333, URBANO, AGUASCALIENTES, AGUASCALIENTES, 21.859019, -102.32922
 01PST0004I, 1 - MATUTINO  , SECUNDARIA, PRIVADO, COLEGIO ROBREGIL, CALLE MAR CARIBE, 201, URBANO, AGUASCALIENTES, AGUASCALIENTES, 21.898147, -102.314251
 01PST0005H, 1 - MATUTINO  , SECUNDARIA, PRIVADO, COLEGIO PASCAL A.C., CALLE JUAN DE MONTORO, 410, URBANO, AGUASCALIENTES, AGUASCALIENTES, 21.881983, -102.289473
 01PST0006G, 1 - MATUTINO  , SECUNDARIA, PRIVADO, COLEGIO PAULO FREIRE, CALLE PRIMAVERA, 119, URBANO, AGUASCALIENTES, AGUASCALIENTES, 21.88188, -102.30927
 01PST0007F, 1 - MATUTINO  , SECUNDARIA, PRIVADO, CENTRO EDUCATIVO JOSE DE JESUS LOPEZ Y GONZALEZ A.C., CALLE MARIA LUISA MIER, 127, URBANO, AGUASCALIENTES, AGUASCALIENTES, 21.900032, -102.257223
 01SBC2031Z, 1 - MATUTINO  , MEDIA SUPERIOR, PRIVADO, BENITO JUAREZ, BOULEVARD NAZARIO ORTIZ GARZA, 102, URBANO, AGUASCALIENTES, AGUASCALIENTES, 21.897066, -102.27786
 01SDI0003I, 1 - MATUTINO  , INICIAL, PRIVADO, CENDI SIERRA FRÍA, AVENIDA VISTAS DE ORIENTE, 124, URBANO, AGUASCALIENTES, AGUASCALIENTES, 21.879379, -102.242124
 01UBH0001B, 1 - MATUTINO 2 - VESPERTINO  , MEDIA SUPERIOR, PÚBLICO, PLANTEL ORIENTE DEL CENTRO DE EDUCACION MEDIA DE LA UAA, CALLE MOSCATEL, 802, URBANO, AGUASCALIENTES, AGUASCALIENTES, 21.910694, -102.276461
 01UBH0013G, 1 - MATUTINO 2 - VESPERTINO  , MEDIA SUPERIOR, PÚBLICO, CENTRO DE EDUCACION MEDIA, AVENIDA CONVENCION NORTE E INDEPENCIA DE MEXICO, 0, URBANO, AGUASCALIENTES, AGUASCALIENTES, 21.899991, -102.295627
 01DJN0008Y, 1 - MATUTINO  , PREESCOLAR, PÚBLICO, ROSAURA ZAPATA, CALLE HIDALGO, 15, URBANO, ASIENTOS, ASIENTOS, 22.238992, -102.089042
 01DJN0009X, 1 - MATUTINO  , PREESCOLAR, PÚBLICO, FRANCISCO GARCIA SALINAS, CALLE FRANCISCO I. MADERO, 0, RURAL, EL TULE, ASIENTOS, 22.082222, -102.091667
 01DJN0030Z, 1 - MATUTINO  , PREESCOLAR, PÚBLICO, RAMON LOPEZ VELARDE, CALLE 5 DE MAYO, 0, RURAL, SAN JOSÉ DEL RÍO, ASIENTOS, 22.123889, -102.061667
 01DJN0047Z, 1 - MATUTINO  , PREESCOLAR, PÚBLICO, JOSE MARTI, CALLE FRANCISCO I. MADERO, 0, RURAL, LÁZARO CÁRDENAS, ASIENTOS, 22.172222, -102.025833
 01DJN0063R, 1 - MATUTINO  , PREESCOLAR, PÚBLICO, MARIANO AZUELA, CALLE MADERO, 15, RURAL, LICENCIADO ADOLFO LÓPEZ MATEOS, ASIENTOS, 22.134722, -102.206944
 01DJN0064Q, 1 - MATUTINO  , PREESCOLAR, PÚBLICO, ROSARIO CASTELLANOS, CALLE MADERO, 15, URBANO, CIÉNEGA GRANDE, ASIENTOS, 22.195997, -102.020158
 01DJN0069L, 1 - MATUTINO  , PREESCOLAR, PÚBLICO, EMILIANO ZAPATA, CALLE JESUS MACIAS RANGEL, 150, URBANO, VILLA JUÁREZ, ASIENTOS, 22.098729, -102.070253
 01DJN0102C, 1 - MATUTINO  , PREESCOLAR, PÚBLICO, JUSTO SIERRA, CALLE CARRETERA A LOS CAMPOS KILOMETRO 1.5, 0, RURAL, PILOTOS, ASIENTOS, 22.037222, -101.959167
 01DJN0128K, 1 - MATUTINO  , PREESCOLAR, PÚBLICO, COATLICUE, CALLE 16 DE SEPTIEMBRE, 32, RURAL, CALDERA, ASIENTOS, 22.159167, -102.193333
 01DJN0133W, 1 - MATUTINO  , PREESCOLAR, PÚBLICO, JESUS DIAZ DE LEON, NINGUNO NINGUNO, 0, RURAL, VIUDAS DE PONIENTE, ASIENTOS, 22.104722, -102.084444
 01DJN0134V, 1 - MATUTINO  , PREESCOLAR, PÚBLICO, ANTONIO CASO, CALLE MARIANO MATAMOROS, 29, URBANO, GUADALUPE DE ATLAS, ASIENTOS, 22.267778, -102.031389
 01DJN0135U, 1 - MATUTINO  , PREESCOLAR, PÚBLICO, DANIEL DELGADILLO, CALLE JUAN REYES, 1, RURAL, SAN RAFAEL DE OCAMPO, ASIENTOS, 22.110278, -102.010556
 01DJN0145A, 1 - MATUTINO  , PREESCOLAR, PÚBLICO, CARLOS CHAVEZ, AVENIDA CONVENCION, 0, RURAL, JARILLAS, ASIENTOS, 22.296111, -102.063333
 01DJN0147Z, 1 - MATUTINO  , PREESCOLAR, PÚBLICO, ALFONSO CASO, PRIVADA ALFONSO CASO, 1, RURAL, FRANCISCO VILLA, ASIENTOS, 22.088611, -101.968056
 01DJN0148Y, 1 - MATUTINO  , PREESCOLAR, PÚBLICO, IGNACIO CHAVEZ, CALLE EMILIANO ZAPATA, 0, RURAL, JILOTEPEC, ASIENTOS, 22.037778, -102.078889
 01DJN0181F, 1 - MATUTINO  , PREESCOLAR, PÚBLICO, TEODOSIO LARES, AVENIDA SIMON DE LOS SANTOS, 0, RURAL, LAS NEGRITAS, ASIENTOS, 21.988889, -101.879167
 01DJN0182E, 1 - MATUTINO  , PREESCOLAR, PÚBLICO, MA. TERESA LLAMAS, AVENIDA LICENCIADO ADOLFO LOPEZ MATEOS, 0, RURAL, MOLINOS, ASIENTOS, 22.162778, -102.094722
 01DJN0184C, 1 - MATUTINO  , PREESCOLAR, PÚBLICO, MANUEL M. SERNA, CALLE MANUEL M. SERNA, 0, RURAL, EL POLVO, ASIENTOS, 22.133611, -102.108889
 01DJN0186A, 1 - MATUTINO  , PREESCOLAR, PÚBLICO, ERMILO ABREU GOMEZ, CALLE LOMAS DEL PEDREGAL, 0, RURAL, AMARILLAS DE ESPARZA, ASIENTOS, 22.046389, -102.013611
 01DJN0188Z, 1 - MATUTINO  , PREESCOLAR, PÚBLICO, MANUEL ACUÑA, NINGUNO NINGUNO, 0, RURAL, PLUTARCO ELÍAS CALLES, ASIENTOS, 22.214722, -102.051667
 01DJN0189Y, 1 - MATUTINO  , PREESCOLAR, PÚBLICO, UN NUEVO MUNDO, CALLE FRESNO, 0, RURAL, NORIA DEL BORREGO (NORIAS), ASIENTOS, 22.287222, -102.041944
 01DJN0190N, 1 - MATUTINO  , PREESCOLAR, PÚBLICO, ENRIQUE FERNANDEZ LEDEZMA, CALLE JARDIN DE NIÑOS, 7, RURAL, LA DICHOSA, ASIENTOS, 22.041667, -102.110833
 01DJN0192L, 1 - MATUTINO  , PREESCOLAR, PÚBLICO, JOSE GOROSTIZA, CALLE INSURGENTES, 23, RURAL, BIMBALETES AGUASCALIENTES (EL ÁLAMO), ASIENTOS, 22.234444, -102.019167
 01DJN0215F, 1 - MATUTINO  , PREESCOLAR, PÚBLICO, MARIANO MATAMOROS, CALLE EMILIANO ZAPATA, 0, RURAL, EMANCIPACIÓN (BORUNDA) [COLONIA], ASIENTOS, 22.090556, -101.941111
 01DJN0217D, 1 - MATUTINO  , PREESCOLAR, PÚBLICO, SALVADOR LIMA, CALLE SALVADOR LIMA, 0, RURAL, SAN GIL, ASIENTOS, 22.207778, -102.021944
 01DJN0220R, 1 - MATUTINO  , PREESCOLAR, PÚBLICO, FRANCISCO GABILONDO SOLER, CALLE ESPERANZA, 2, RURAL, PINO SUÁREZ (RANCHO VIEJO), ASIENTOS, 22.165, -102.103611
 01DJN0221Q, 1 - MATUTINO  , PREESCOLAR, PÚBLICO, NACIONES UNIDAS, CALLE CARLOS SALINAS DE GORTARI, 0, RURAL, CLAVELLINAS, ASIENTOS, 22.14, -102.137778
 01DJN0268K, 1 - MATUTINO  , PREESCOLAR, PÚBLICO, EDUARDO J. CORREA, CALLE CONSTITUCION, 5, RURAL, LAS FRAGUAS, ASIENTOS, 22.04, -101.892222
